Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Previously reported daily cases,Change in daily cases,Cumulative lab-confirmed cases,Previously reported cumulative cases,Change in cumulative cases
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-19,10,,,182,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-19,11,,,304,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-19,4,,,188,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-19,6,,,159,,
Nottingham,E06000018,Upper tier local authority,2020-04-19,10,,,398,,
Leicester,E06000016,Upper tier local authority,2020-04-19,23,,,506,,
Derby,E06000015,Upper tier local authority,2020-04-19,4,,,415,,
York,E06000014,Upper tier local authority,2020-04-19,6,,,192,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-19,7,,,218,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-19,1,,,103,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-19,21,,,379,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-19,17,,,288,,
Blackpool,E06000009,Upper tier local authority,2020-04-19,21,,,290,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-19,5,,,249,,
Warrington,E06000007,Upper tier local authority,2020-04-19,7,,,474,,
Halton,E06000006,Upper tier local authority,2020-04-19,8,,,279,,
Darlington,E06000005,Upper tier local authority,2020-04-19,5,,,194,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-19,10,,,281,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-19,8,,,230,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-19,11,,,415,,
Hartlepool,E06000001,Upper tier local authority,2020-04-19,3,,,126,,
England,E92000001,Nation,2020-04-18,2538,2537,1,96754,96688,66
South West,E12000009,Region,2020-04-18,145,,,4912,,
South East,E12000008,Region,2020-04-18,397,,,13786,,
London,E12000007,Region,2020-04-18,300,,,22049,,
East of England,E12000006,Region,2020-04-18,250,,,8159,,
West Midlands,E12000005,Region,2020-04-18,329,,,10184,,
East Midlands,E12000004,Region,2020-04-18,96,,,5418,,
Yorkshire and The Humber,E12000003,Region,2020-04-18,262,,,7461,,
North West,E12000002,Region,2020-04-18,402,,,14932,,
North East,E12000001,Region,2020-04-18,227,,,5798,,
Worcestershire,E10000034,Upper tier local authority,2020-04-18,33,,,945,,
West Sussex,E10000032,Upper tier local authority,2020-04-18,27,,,907,,
Warwickshire,E10000031,Upper tier local authority,2020-04-18,42,,,897,,
Surrey,E10000030,Upper tier local authority,2020-04-18,47,,,2141,,
Suffolk,E10000029,Upper tier local authority,2020-04-18,62,,,749,,
Staffordshire,E10000028,Upper tier local authority,2020-04-18,47,,,1282,,
Somerset,E10000027,Upper tier local authority,2020-04-18,13,,,361,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-18,34,,,1256,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-18,13,,,905,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-18,18,,,649,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-18,25,,,908,,
Norfolk,E10000020,Upper tier local authority,2020-04-18,40,,,1042,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-18,14,,,650,,
Leicestershire,E10000018,Upper tier local authority,2020-04-18,16,,,716,,
Lancashire,E10000017,Upper tier local authority,2020-04-18,75,,,2184,,
Kent,E10000016,Upper tier local authority,2020-04-18,103,,,2657,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-18,39,,,1912,,
Hampshire,E10000014,Upper tier local authority,2020-04-18,60,,,2213,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-18,32,,,956,,
Essex,E10000012,Upper tier local authority,2020-04-18,40,,,1979,,
East Sussex,E10000011,Upper tier local authority,2020-04-18,14,,,452,,
Devon,E10000008,Upper tier local authority,2020-04-18,14,,,557,,
Derbyshire,E10000007,Upper tier local authority,2020-04-18,7,,,944,,
Cumbria,E10000006,Upper tier local authority,2020-04-18,23,,,1522,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-18,8,,,562,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-18,18,,,667,,
Westminster,E09000033,Upper tier local authority,2020-04-18,3,,,563,,
Wandsworth,E09000032,Upper tier local authority,2020-04-18,11,,,861,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-18,13,,,647,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-18,4,,,554,,
Sutton,E09000029,Upper tier local authority,2020-04-18,3,,,598,,
Southwark,E09000028,Upper tier local authority,2020-04-18,17,,,1104,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-18,3,,,334,,
Redbridge,E09000026,Upper tier local authority,2020-04-18,4,,,600,,
Newham,E09000025,Upper tier local authority,2020-04-18,8,,,872,,
Merton,E09000024,Upper tier local authority,2020-04-18,6,,,596,,
Lewisham,E09000023,Upper tier local authority,2020-04-18,6,,,820,,
Lambeth,E09000022,Upper tier local authority,2020-04-18,11,,,1036,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-18,13,,,392,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-18,6,,,417,,
Islington,E09000019,Upper tier local authority,2020-04-18,3,,,379,,
Hounslow,E09000018,Upper tier local authority,2020-04-18,10,,,577,,
Hillingdon,E09000017,Upper tier local authority,2020-04-18,16,,,636,,
Havering,E09000016,Upper tier local authority,2020-04-18,9,,,565,,
Harrow,E09000015,Upper tier local authority,2020-04-18,12,,,784,,
Haringey,E09000014,Upper tier local authority,2020-04-18,3,,,493,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-18,4,,,489,,
Hackney,E09000012,Upper tier local authority,2020-04-18,5,,,562,,
Greenwich,E09000011,Upper tier local authority,2020-04-18,6,,,570,,
Enfield,E09000010,Upper tier local authority,2020-04-18,10,,,712,,
Ealing,E09000009,Upper tier local authority,2020-04-18,13,,,938,,
Croydon,E09000008,Upper tier local authority,2020-04-18,24,,,1222,,
Camden,E09000007,Upper tier local authority,2020-04-18,14,,,524,,
Bromley,E09000006,Upper tier local authority,2020-04-18,12,,,923,,
Brent,E09000005,Upper tier local authority,2020-04-18,24,,,1242,,
Bexley,E09000004,Upper tier local authority,2020-04-18,9,,,528,,
Barnet,E09000003,Upper tier local authority,2020-04-18,13,,,1094,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-18,5,,,404,,
Gateshead,E08000037,Upper tier local authority,2020-04-18,25,,,597,,
Wakefield,E08000036,Upper tier local authority,2020-04-18,13,,,420,,
Leeds,E08000035,Upper tier local authority,2020-04-18,33,,,959,,
Kirklees,E08000034,Upper tier local authority,2020-04-18,12,,,440,,
Calderdale,E08000033,Upper tier local authority,2020-04-18,4,,,195,,
Bradford,E08000032,Upper tier local authority,2020-04-18,20,,,590,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-18,17,,,600,,
Walsall,E08000030,Upper tier local authority,2020-04-18,12,,,719,,
Solihull,E08000029,Upper tier local authority,2020-04-18,11,,,448,,
Sandwell,E08000028,Upper tier local authority,2020-04-18,22,,,777,,
Dudley,E08000027,Upper tier local authority,2020-04-18,27,,,608,,
Coventry,E08000026,Upper tier local authority,2020-04-18,12,,,540,,
Birmingham,E08000025,Upper tier local authority,2020-04-18,59,,,2390,,
Sunderland,E08000024,Upper tier local authority,2020-04-18,33,,,915,,
South Tyneside,E08000023,Upper tier local authority,2020-04-18,13,,,370,,
North Tyneside,E08000022,Upper tier local authority,2020-04-18,17,,,396,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-18,17,,,731,,
Sheffield,E08000019,Upper tier local authority,2020-04-18,59,,,1730,,
Rotherham,E08000018,Upper tier local authority,2020-04-18,22,,,529,,
Doncaster,E08000017,Upper tier local authority,2020-04-18,18,,,336,,
Barnsley,E08000016,Upper tier local authority,2020-04-18,9,,,485,,
Wirral,E08000015,Upper tier local authority,2020-04-18,19,,,808,,
Sefton,E08000014,Upper tier local authority,2020-04-18,12,,,673,,
St. Helens,E08000013,Upper tier local authority,2020-04-18,9,,,501,,
Liverpool,E08000012,Upper tier local authority,2020-04-18,19,,,1173,,
Knowsley,E08000011,Upper tier local authority,2020-04-18,6,,,425,,
Wigan,E08000010,Upper tier local authority,2020-04-18,17,,,472,,
Trafford,E08000009,Upper tier local authority,2020-04-18,14,,,475,,
Tameside,E08000008,Upper tier local authority,2020-04-18,7,,,381,,
Stockport,E08000007,Upper tier local authority,2020-04-18,20,,,656,,
Salford,E08000006,Upper tier local authority,2020-04-18,13,,,488,,
Rochdale,E08000005,Upper tier local authority,2020-04-18,5,,,356,,
Oldham,E08000004,Upper tier local authority,2020-04-18,18,,,506,,
Manchester,E08000003,Upper tier local authority,2020-04-18,25,,,882,,
Bury,E08000002,Upper tier local authority,2020-04-18,14,,,379,,
Bolton,E08000001,Upper tier local authority,2020-04-18,15,,,585,,
Dorset,E06000059,Upper tier local authority,2020-04-18,8,,,251,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-18,12,,,346,,
Northumberland,E06000057,Upper tier local authority,2020-04-18,24,,,605,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-18,11,,,398,,
Bedford,E06000055,Upper tier local authority,2020-04-18,11,,,345,,
Wiltshire,E06000054,Upper tier local authority,2020-04-18,10,,,336,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-18,13,,,410,,
Shropshire,E06000051,Upper tier local authority,2020-04-18,8,,,348,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-18,13,,,590,,
Cheshire East,E06000049,Upper tier local authority,2020-04-18,24,,,625,,
County Durham,E06000047,Upper tier local authority,2020-04-18,47,,,975,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-18,3,,,72,,
Southampton,E06000045,Upper tier local authority,2020-04-18,15,,,361,,
Portsmouth,E06000044,Upper tier local authority,2020-04-18,5,,,236,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-18,12,,,319,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-18,5,,,395,,
Wokingham,E06000041,Upper tier local authority,2020-04-18,4,,,281,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-18,2,,,208,,
Slough,E06000039,Upper tier local authority,2020-04-18,8,,,324,,
Reading,E06000038,Upper tier local authority,2020-04-18,5,,,365,,
West Berkshire,E06000037,Upper tier local authority,2020-04-18,14,,,247,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-18,5,,,173,,
Medway,E06000035,Upper tier local authority,2020-04-18,16,,,512,,
Thurrock,E06000034,Upper tier local authority,2020-04-18,4,,,235,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-18,1,,,256,,
Luton,E06000032,Upper tier local authority,2020-04-18,33,,,529,,
Peterborough,E06000031,Upper tier local authority,2020-04-18,1,,,152,,
Swindon,E06000030,Upper tier local authority,2020-04-18,6,,,273,,
Torbay,E06000027,Upper tier local authority,2020-04-18,3,,,130,,
Plymouth,E06000026,Upper tier local authority,2020-04-18,2,,,202,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-18,9,,,273,,
North Somerset,E06000024,Upper tier local authority,2020-04-18,6,,,171,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-18,13,,,474,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-18,4,,,172,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-18,12,,,293,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-18,17,,,184,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-18,10,,,153,,
Nottingham,E06000018,Upper tier local authority,2020-04-18,3,,,388,,
Leicester,E06000016,Upper tier local authority,2020-04-18,15,,,483,,
Derby,E06000015,Upper tier local authority,2020-04-18,3,,,411,,
York,E06000014,Upper tier local authority,2020-04-18,4,,,186,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-18,12,,,211,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-18,2,,,102,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-18,12,,,358,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-18,24,,,271,,
Blackpool,E06000009,Upper tier local authority,2020-04-18,23,,,269,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-18,14,,,244,,
Warrington,E06000007,Upper tier local authority,2020-04-18,11,,,467,,
Halton,E06000006,Upper tier local authority,2020-04-18,6,,,271,,
Darlington,E06000005,Upper tier local authority,2020-04-18,8,,,189,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-18,6,,,271,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-18,4,,,222,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-18,22,,,404,,
Hartlepool,E06000001,Upper tier local authority,2020-04-18,11,,,123,,
England,E92000001,Nation,2020-04-17,3414,3416,-2,94216,94151,65
South West,E12000009,Region,2020-04-17,215,,,4767,,
South East,E12000008,Region,2020-04-17,628,,,13389,,
London,E12000007,Region,2020-04-17,426,,,21749,,
East of England,E12000006,Region,2020-04-17,282,,,7909,,
West Midlands,E12000005,Region,2020-04-17,405,,,9855,,
East Midlands,E12000004,Region,2020-04-17,192,,,5322,,
Yorkshire and The Humber,E12000003,Region,2020-04-17,295,,,7199,,
North West,E12000002,Region,2020-04-17,537,,,14530,,
North East,E12000001,Region,2020-04-17,205,,,5571,,
Worcestershire,E10000034,Upper tier local authority,2020-04-17,50,,,912,,
West Sussex,E10000032,Upper tier local authority,2020-04-17,41,,,880,,
Warwickshire,E10000031,Upper tier local authority,2020-04-17,26,,,855,,
Surrey,E10000030,Upper tier local authority,2020-04-17,62,,,2094,,
Suffolk,E10000029,Upper tier local authority,2020-04-17,31,,,687,,
Staffordshire,E10000028,Upper tier local authority,2020-04-17,47,,,1235,,
Somerset,E10000027,Upper tier local authority,2020-04-17,34,,,348,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-17,47,,,1222,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-17,41,,,892,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-17,21,,,631,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-17,15,,,883,,
Norfolk,E10000020,Upper tier local authority,2020-04-17,55,,,1002,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-17,22,,,636,,
Leicestershire,E10000018,Upper tier local authority,2020-04-17,34,,,700,,
Lancashire,E10000017,Upper tier local authority,2020-04-17,81,,,2109,,
Kent,E10000016,Upper tier local authority,2020-04-17,182,,,2554,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-17,47,,,1873,,
Hampshire,E10000014,Upper tier local authority,2020-04-17,86,,,2153,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-17,26,,,924,,
Essex,E10000012,Upper tier local authority,2020-04-17,45,,,1939,,
East Sussex,E10000011,Upper tier local authority,2020-04-17,20,,,438,,
Devon,E10000008,Upper tier local authority,2020-04-17,31,,,543,,
Derbyshire,E10000007,Upper tier local authority,2020-04-17,38,,,937,,
Cumbria,E10000006,Upper tier local authority,2020-04-17,31,,,1499,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-17,26,,,554,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-17,29,,,649,,
Westminster,E09000033,Upper tier local authority,2020-04-17,6,,,560,,
Wandsworth,E09000032,Upper tier local authority,2020-04-17,18,,,850,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-17,6,,,634,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-17,2,,,550,,
Sutton,E09000029,Upper tier local authority,2020-04-17,15,,,595,,
Southwark,E09000028,Upper tier local authority,2020-04-17,15,,,1087,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-17,5,,,331,,
Redbridge,E09000026,Upper tier local authority,2020-04-17,7,,,596,,
Newham,E09000025,Upper tier local authority,2020-04-17,15,,,864,,
Merton,E09000024,Upper tier local authority,2020-04-17,16,,,590,,
Lewisham,E09000023,Upper tier local authority,2020-04-17,27,,,814,,
Lambeth,E09000022,Upper tier local authority,2020-04-17,10,,,1025,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-17,9,,,379,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-17,8,,,411,,
Islington,E09000019,Upper tier local authority,2020-04-17,11,,,376,,
Hounslow,E09000018,Upper tier local authority,2020-04-17,11,,,567,,
Hillingdon,E09000017,Upper tier local authority,2020-04-17,19,,,620,,
Havering,E09000016,Upper tier local authority,2020-04-17,8,,,556,,
Harrow,E09000015,Upper tier local authority,2020-04-17,18,,,772,,
Haringey,E09000014,Upper tier local authority,2020-04-17,5,,,490,,
Hammersmith and Fulham,E09000013,Upper tier local authority,2020-04-17,15,,,485,,
Hackney,E09000012,Upper tier local authority,2020-04-17,9,,,557,,
Greenwich,E09000011,Upper tier local authority,2020-04-17,9,,,564,,
Enfield,E09000010,Upper tier local authority,2020-04-17,30,,,702,,
Ealing,E09000009,Upper tier local authority,2020-04-17,17,,,925,,
Croydon,E09000008,Upper tier local authority,2020-04-17,19,,,1198,,
Camden,E09000007,Upper tier local authority,2020-04-17,10,,,510,,
Bromley,E09000006,Upper tier local authority,2020-04-17,22,,,911,,
Brent,E09000005,Upper tier local authority,2020-04-17,30,,,1218,,
Bexley,E09000004,Upper tier local authority,2020-04-17,11,,,519,,
Barnet,E09000003,Upper tier local authority,2020-04-17,14,,,1081,,
Barking and Dagenham,E09000002,Upper tier local authority,2020-04-17,9,,,399,,
Gateshead,E08000037,Upper tier local authority,2020-04-17,20,,,572,,
Wakefield,E08000036,Upper tier local authority,2020-04-17,12,,,407,,
Leeds,E08000035,Upper tier local authority,2020-04-17,50,,,926,,
Kirklees,E08000034,Upper tier local authority,2020-04-17,11,,,428,,
Calderdale,E08000033,Upper tier local authority,2020-04-17,8,,,191,,
Bradford,E08000032,Upper tier local authority,2020-04-17,32,,,570,,
Wolverhampton,E08000031,Upper tier local authority,2020-04-17,27,,,583,,
Walsall,E08000030,Upper tier local authority,2020-04-17,34,,,707,,
Solihull,E08000029,Upper tier local authority,2020-04-17,10,,,437,,
Sandwell,E08000028,Upper tier local authority,2020-04-17,25,,,755,,
Dudley,E08000027,Upper tier local authority,2020-04-17,20,,,581,,
Coventry,E08000026,Upper tier local authority,2020-04-17,20,,,528,,
Birmingham,E08000025,Upper tier local authority,2020-04-17,93,,,2331,,
Sunderland,E08000024,Upper tier local authority,2020-04-17,38,,,882,,
South Tyneside,E08000023,Upper tier local authority,2020-04-17,24,,,357,,
North Tyneside,E08000022,Upper tier local authority,2020-04-17,12,,,379,,
Newcastle upon Tyne,E08000021,Upper tier local authority,2020-04-17,18,,,714,,
Sheffield,E08000019,Upper tier local authority,2020-04-17,38,,,1671,,
Rotherham,E08000018,Upper tier local authority,2020-04-17,21,,,507,,
Doncaster,E08000017,Upper tier local authority,2020-04-17,19,,,318,,
Barnsley,E08000016,Upper tier local authority,2020-04-17,15,,,476,,
Wirral,E08000015,Upper tier local authority,2020-04-17,30,,,789,,
Sefton,E08000014,Upper tier local authority,2020-04-17,25,,,661,,
St. Helens,E08000013,Upper tier local authority,2020-04-17,22,,,492,,
Liverpool,E08000012,Upper tier local authority,2020-04-17,35,,,1154,,
Knowsley,E08000011,Upper tier local authority,2020-04-17,26,,,419,,
Wigan,E08000010,Upper tier local authority,2020-04-17,20,,,455,,
Trafford,E08000009,Upper tier local authority,2020-04-17,10,,,461,,
Tameside,E08000008,Upper tier local authority,2020-04-17,11,,,374,,
Stockport,E08000007,Upper tier local authority,2020-04-17,21,,,636,,
Salford,E08000006,Upper tier local authority,2020-04-17,20,,,475,,
Rochdale,E08000005,Upper tier local authority,2020-04-17,10,,,351,,
Oldham,E08000004,Upper tier local authority,2020-04-17,17,,,488,,
Manchester,E08000003,Upper tier local authority,2020-04-17,13,,,857,,
Bury,E08000002,Upper tier local authority,2020-04-17,28,,,365,,
Bolton,E08000001,Upper tier local authority,2020-04-17,26,,,570,,
Dorset,E06000059,Upper tier local authority,2020-04-17,9,,,243,,
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,2020-04-17,13,,,334,,
Northumberland,E06000057,Upper tier local authority,2020-04-17,25,,,581,,
Central Bedfordshire,E06000056,Upper tier local authority,2020-04-17,22,,,387,,
Bedford,E06000055,Upper tier local authority,2020-04-17,16,,,334,,
Wiltshire,E06000054,Upper tier local authority,2020-04-17,9,,,326,,
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,2020-04-17,14,,,397,,
Shropshire,E06000051,Upper tier local authority,2020-04-17,21,,,340,,
Cheshire West and Chester,E06000050,Upper tier local authority,2020-04-17,33,,,577,,
Cheshire East,E06000049,Upper tier local authority,2020-04-17,30,,,601,,
County Durham,E06000047,Upper tier local authority,2020-04-17,36,,,928,,
Isle of Wight,E06000046,Upper tier local authority,2020-04-17,1,,,69,,
Southampton,E06000045,Upper tier local authority,2020-04-17,20,,,346,,
Portsmouth,E06000044,Upper tier local authority,2020-04-17,8,,,231,,
Brighton and Hove,E06000043,Upper tier local authority,2020-04-17,15,,,307,,
Milton Keynes,E06000042,Upper tier local authority,2020-04-17,13,,,390,,
Wokingham,E06000041,Upper tier local authority,2020-04-17,27,,,277,,
Windsor and Maidenhead,E06000040,Upper tier local authority,2020-04-17,7,,,206,,
Slough,E06000039,Upper tier local authority,2020-04-17,10,,,316,,
Reading,E06000038,Upper tier local authority,2020-04-17,19,,,360,,
West Berkshire,E06000037,Upper tier local authority,2020-04-17,10,,,233,,
Bracknell Forest,E06000036,Upper tier local authority,2020-04-17,6,,,168,,
Medway,E06000035,Upper tier local authority,2020-04-17,25,,,496,,
Thurrock,E06000034,Upper tier local authority,2020-04-17,4,,,231,,
Southend-on-Sea,E06000033,Upper tier local authority,2020-04-17,1,,,255,,
Luton,E06000032,Upper tier local authority,2020-04-17,24,,,496,,
Peterborough,E06000031,Upper tier local authority,2020-04-17,11,,,151,,
Swindon,E06000030,Upper tier local authority,2020-04-17,11,,,267,,
Torbay,E06000027,Upper tier local authority,2020-04-17,16,,,127,,
Plymouth,E06000026,Upper tier local authority,2020-04-17,7,,,200,,
South Gloucestershire,E06000025,Upper tier local authority,2020-04-17,7,,,264,,
North Somerset,E06000024,Upper tier local authority,2020-04-17,18,,,165,,
"Bristol, City of",E06000023,Upper tier local authority,2020-04-17,14,,,461,,
Bath and North East Somerset,E06000022,Upper tier local authority,2020-04-17,6,,,168,,
Stoke-on-Trent,E06000021,Upper tier local authority,2020-04-17,16,,,281,,
Telford and Wrekin,E06000020,Upper tier local authority,2020-04-17,10,,,167,,
"Herefordshire, County of",E06000019,Upper tier local authority,2020-04-17,6,,,143,,
Nottingham,E06000018,Upper tier local authority,2020-04-17,20,,,385,,
Leicester,E06000016,Upper tier local authority,2020-04-17,11,,,468,,
Derby,E06000015,Upper tier local authority,2020-04-17,11,,,408,,
York,E06000014,Upper tier local authority,2020-04-17,12,,,182,,
North Lincolnshire,E06000013,Upper tier local authority,2020-04-17,19,,,199,,
North East Lincolnshire,E06000012,Upper tier local authority,2020-04-17,9,,,100,,
East Riding of Yorkshire,E06000011,Upper tier local authority,2020-04-17,13,,,346,,
"Kingston upon Hull, City of",E06000010,Upper tier local authority,2020-04-17,15,,,247,,
Blackpool,E06000009,Upper tier local authority,2020-04-17,20,,,246,,
Blackburn with Darwen,E06000008,Upper tier local authority,2020-04-17,5,,,230,,
Warrington,E06000007,Upper tier local authority,2020-04-17,13,,,456,,
Halton,E06000006,Upper tier local authority,2020-04-17,10,,,265,,
Darlington,E06000005,Upper tier local authority,2020-04-17,6,,,181,,
Stockton-on-Tees,E06000004,Upper tier local authority,2020-04-17,2,,,265,,
Redcar and Cleveland,E06000003,Upper tier local authority,2020-04-17,6,,,218,,
Middlesbrough,E06000002,Upper tier local authority,2020-04-17,18,,,382,,
England,E92000001,Nation,2020-04-16,3440,3442,-2,90802,90735,67
South West,E12000009,Region,2020-04-16,239,,,4552,,
South East,E12000008,Region,2020-04-16,614,,,12761,,
London,E12000007,Region,2020-04-16,483,,,21323,,
East of England,E12000006,Region,2020-04-16,293,,,7627,,
West Midlands,E12000005,Region,2020-04-16,388,,,9450,,
East Midlands,E12000004,Region,2020-04-16,201,,,5130,,
Yorkshire and The Humber,E12000003,Region,2020-04-16,272,,,6904,,
North West,E12000002,Region,2020-04-16,574,,,13993,,
North East,E12000001,Region,2020-04-16,190,,,5366,,
Worcestershire,E10000034,Upper tier local authority,2020-04-16,35,,,862,,
West Sussex,E10000032,Upper tier local authority,2020-04-16,49,,,839,,
Warwickshire,E10000031,Upper tier local authority,2020-04-16,38,,,829,,
Surrey,E10000030,Upper tier local authority,2020-04-16,72,,,2032,,
Suffolk,E10000029,Upper tier local authority,2020-04-16,52,,,656,,
Staffordshire,E10000028,Upper tier local authority,2020-04-16,52,,,1188,,
Somerset,E10000027,Upper tier local authority,2020-04-16,31,,,314,,
Oxfordshire,E10000025,Upper tier local authority,2020-04-16,48,,,1175,,
Nottinghamshire,E10000024,Upper tier local authority,2020-04-16,35,,,851,,
North Yorkshire,E10000023,Upper tier local authority,2020-04-16,24,,,610,,
Northamptonshire,E10000021,Upper tier local authority,2020-04-16,27,,,868,,
Norfolk,E10000020,Upper tier local authority,2020-04-16,47,,,947,,
Lincolnshire,E10000019,Upper tier local authority,2020-04-16,35,,,614,,
Leicestershire,E10000018,Upper tier local authority,2020-04-16,46,,,666,,
Lancashire,E10000017,Upper tier local authority,2020-04-16,90,,,2028,,
Kent,E10000016,Upper tier local authority,2020-04-16,167,,,2372,,
Hertfordshire,E10000015,Upper tier local authority,2020-04-16,57,,,1826,,
Hampshire,E10000014,Upper tier local authority,2020-04-16,76,,,2067,,
Gloucestershire,E10000013,Upper tier local authority,2020-04-16,57,,,898,,
Essex,E10000012,Upper tier local authority,2020-04-16,53,,,1894,,
East Sussex,E10000011,Upper tier local authority,2020-04-16,14,,,418,,
Devon,E10000008,Upper tier local authority,2020-04-16,20,,,512,,
Derbyshire,E10000007,Upper tier local authority,2020-04-16,28,,,899,,
Cumbria,E10000006,Upper tier local authority,2020-04-16,37,,,1468,,
Cambridgeshire,E10000003,Upper tier local authority,2020-04-16,30,,,528,,
Buckinghamshire,E10000002,Upper tier local authority,2020-04-16,28,,,620,,
Westminster,E09000033,Upper tier local authority,2020-04-16,10,,,554,,
Wandsworth,E09000032,Upper tier local authority,2020-04-16,19,,,832,,
Waltham Forest,E09000031,Upper tier local authority,2020-04-16,7,,,628,,
Tower Hamlets,E09000030,Upper tier local authority,2020-04-16,10,,,548,,
Sutton,E09000029,Upper tier local authority,2020-04-16,18,,,580,,
Southwark,E09000028,Upper tier local authority,2020-04-16,20,,,1072,,
Richmond upon Thames,E09000027,Upper tier local authority,2020-04-16,11,,,326,,
Redbridge,E09000026,Upper tier local authority,2020-04-16,13,,,589,,
Newham,E09000025,Upper tier local authority,2020-04-16,13,,,849,,
Merton,E09000024,Upper tier local authority,2020-04-16,14,,,574,,
Lewisham,E09000023,Upper tier local authority,2020-04-16,15,,,787,,
Lambeth,E09000022,Upper tier local authority,2020-04-16,18,,,1015,,
Kingston upon Thames,E09000021,Upper tier local authority,2020-04-16,19,,,370,,
Kensington and Chelsea,E09000020,Upper tier local authority,2020-04-16,9,,,403,,
Islington,E09000019,Upper tier local authority,2020-04-16,6,,,365,,
Hounslow,E09000018,Upper tier local authority,2020-04-16,10,,,556,,
Hillingdon,E09000017,Upper tier local authority,2020-04-16,14,,,601,,
Havering,E09000016,Upper tier local authority,2020-04-16,19,,,548,,
Harrow,E09000015,Upper tier local authority,2020-04-16,16,,,754,,
Haringey,E09000014,Upper tier local authority,2020-04-16,4,,,485,,
